# * INTENSITY STEADY STATE * 
#
# file generated by ** ns_ISS.H ** 
#
# ------------- 
# ome (eV)	Ome	|p1|²	|p2|²	|p3|²	N
#
  2.0554  	0          	0          	0          	0          	1          
  2.0556  	0          	0          	0          	0          	1          
  2.0558  	0          	0          	0          	0          	1          
  2.056   	0          	0          	0          	0          	1          
  2.0562  	0          	0          	0          	0          	1          
  2.0564  	0          	0          	0          	0          	1          
  2.0566  	0          	0          	0          	0          	1          
  2.0568  	0          	0          	0          	0          	1          
  2.057   	0          	0          	0          	0          	1          
  2.0572  	0          	0          	0          	0          	1          
  2.0574  	0          	0          	0          	0          	1          
  2.0576  	0          	0          	0          	0          	1          
  2.0578  	0          	0          	0          	0          	1          
  2.058   	0          	0          	0          	0          	1          
  2.0582  	0          	0          	0          	0          	1          
  2.0584  	0          	0          	0          	0          	1          
  2.0586  	0          	0          	0          	0          	1          
  2.0588  	0          	0          	0          	0          	1          
  2.059   	0          	0          	0          	0          	1          
  2.0592  	0          	0          	0          	0          	1          
  2.0594  	0          	0          	0          	0          	1          
  2.0596  	0          	0          	0          	0          	1          
  2.0598  	0          	0          	0          	0          	1          
  2.06    	0          	0          	0          	0          	1          
  2.0602  	0          	0          	0          	0          	1          
  2.0604  	0          	0          	0          	0          	1          
  2.0606  	0          	0          	0          	0          	1          
  2.0608  	0          	0          	0          	0          	1          
  2.061   	0          	0          	0          	0          	1          
  2.0612  	0          	0          	0          	0          	1          
  2.0614  	0          	0          	0          	0          	1          
  2.0616  	0          	0          	0          	0          	1          
  2.0618  	0          	0          	0          	0          	1          
  2.062   	0          	0          	0          	0          	1          
  2.0622  	0          	0          	0          	0          	1          
  2.0624  	0          	0          	0          	0          	1          
  2.0626  	0          	0          	0          	0          	1          
  2.0628  	0          	0          	0          	0          	1          
  2.063   	0          	0          	0          	0          	1          
  2.0632  	0          	0          	0          	0          	1          
  2.0634  	0          	0          	0          	0          	1          
  2.0636  	0          	0          	0          	0          	1          
  2.0638  	0          	0          	0          	0          	1          
  2.064   	0          	0          	0          	0          	1          
  2.0642  	0          	0          	0          	0          	1          
  2.0644  	0          	0          	0          	0          	1          
  2.0646  	0          	0          	0          	0          	1          
  2.0648  	0          	0          	0          	0          	1          
  2.065   	0          	0          	0          	0          	1          
  2.0652  	0          	0          	0          	0          	1          
  2.0654  	0          	0          	0          	0          	1          
  2.0656  	0          	0          	0          	0          	1          
  2.0658  	0          	0          	0          	0          	1          
  2.066   	0          	0          	0          	0          	1          
  2.0662  	0          	0          	0          	0          	1          
  2.0664  	0          	0          	0          	0          	1          
  2.0666  	0          	0          	0          	0          	1          
  2.0668  	0          	0          	0          	0          	1          
  2.067   	0          	0          	0          	0          	1          
  2.0672  	0          	0          	0          	0          	1          
  2.0674  	0          	0          	0          	0          	1          
  2.0676  	0          	0          	0          	0          	1          
  2.0678  	0          	0          	0          	0          	1          
  2.068   	0          	0          	0          	0          	1          
  2.0682  	0          	0          	0          	0          	1          
  2.0684  	0          	0          	0          	0          	1          
  2.0686  	0          	0          	0          	0          	1          
  2.0688  	0          	0          	0          	0          	1          
  2.069   	0          	0          	0          	0          	1          
  2.0692  	0          	0          	0          	0          	1          
  2.0694  	0          	0          	0          	0          	1          
  2.0696  	0          	0          	0          	0          	1          
  2.0698  	0          	0          	0          	0          	1          
  2.07    	0          	0          	0          	0          	1          
  2.0702  	0          	0          	0          	0          	1          
  2.0704  	0          	0          	0          	0          	1          
  2.0706  	0          	0          	0          	0          	1          
  2.0708  	0          	0          	0          	0          	1          
  2.071   	0          	0          	0          	0          	1          
  2.0712  	0          	0          	0          	0          	1          
  2.0714  	0          	0          	0          	0          	1          
  2.0716  	0          	0          	0          	0          	1          
  2.0718  	0          	0          	0          	0          	1          
  2.072   	0          	0          	0          	0          	1          
  2.0722  	0          	0          	0          	0          	1          
  2.0724  	0          	0          	0          	0          	1          
  2.0726  	0          	0          	0          	0          	1          
  2.0728  	0          	0          	0          	0          	1          
  2.073   	0          	0          	0          	0          	1          
  2.0732  	0          	0          	0          	0          	1          
  2.0734  	0          	0          	0          	0          	1          
  2.0736  	0          	0          	0          	0          	1          
  2.0738  	0          	0          	0          	0          	1          
  2.074   	0          	0          	0          	0          	1          
  2.0742  	0          	0          	0          	0          	1          
  2.0744  	0          	0          	0          	0          	1          
  2.0746  	0          	0          	0          	0          	1          
  2.0748  	0          	0          	0          	0          	1          
  2.075   	0          	0          	0          	0          	1          
  2.0752  	0          	0          	0          	0          	1          
  2.0754  	0          	0          	0          	0          	1          
  2.0756  	0          	0          	0          	0          	1          
  2.0758  	0          	0          	0          	0          	1          
  2.076   	0          	0          	0          	0          	1          
  2.0762  	0          	0          	0          	0          	1          
  2.0764  	0          	0          	0          	0          	1          
  2.0766  	0          	0          	0          	0          	1          
  2.0768  	0          	0          	0          	0          	1          
  2.077   	0          	0          	0          	0          	1          
  2.0772  	0          	0          	0          	0          	1          
  2.0774  	0          	0          	0          	0          	1          
  2.0776  	0          	0          	0          	0          	1          
  2.0778  	0          	0          	0          	0          	1          
  2.078   	0          	0          	0          	0          	1          
  2.0782  	0          	0          	0          	0          	1          
  2.0784  	0          	0          	0          	0          	1          
  2.0786  	0          	0          	0          	0          	1          
  2.0788  	0          	0          	0          	0          	1          
  2.079   	0          	0          	0          	0          	1          
  2.0792  	0          	0          	0          	0          	1          
  2.0794  	0          	0          	0          	0          	1          
  2.0796  	0          	0          	0          	0          	1          
  2.0798  	0          	0          	0          	0          	1          
  2.08    	0          	0          	0          	0          	1          
  2.0802  	0          	0          	0          	0          	1          
  2.0804  	0          	0          	0          	0          	1          
  2.0806  	0          	0          	0          	0          	1          
  2.0808  	0          	0          	0          	0          	1          
  2.081   	0          	0          	0          	0          	1          
  2.0812  	0          	0          	0          	0          	1          
  2.0814  	0          	0          	0          	0          	1          
  2.0816  	0          	0          	0          	0          	1          
  2.0818  	0          	0          	0          	0          	1          
  2.082   	0          	0          	0          	0          	1          
  2.0822  	0          	0          	0          	0          	1          
  2.0824  	0          	0          	0          	0          	1          
  2.0826  	0          	0          	0          	0          	1          
  2.0828  	0          	0          	0          	0          	1          
  2.083   	0          	0          	0          	0          	1          
  2.0832  	0          	0          	0          	0          	1          
  2.0834  	0          	0          	0          	0          	1          
  2.0836  	0          	0          	0          	0          	1          
  2.0838  	0          	0          	0          	0          	1          
  2.084   	0          	0          	0          	0          	1          
  2.0842  	0          	0          	0          	0          	1          
  2.0844  	0          	0          	0          	0          	1          
  2.0846  	0          	0          	0          	0          	1          
  2.0848  	0          	0          	0          	0          	1          
  2.085   	0          	0          	0          	0          	1          
  2.0852  	0          	0          	0          	0          	1          
  2.0854  	0          	0          	0          	0          	1          
  2.0856  	0          	0          	0          	0          	1          
  2.0858  	0          	0          	0          	0          	1          
  2.086   	0          	0          	0          	0          	1          
  2.0862  	0          	0          	0          	0          	1          
  2.0864  	0          	0          	0          	0          	1          
  2.0866  	0          	0          	0          	0          	1          
  2.0868  	0          	0          	0          	0          	1          
  2.087   	0          	0          	0          	0          	1          
  2.0872  	0          	0          	0          	0          	1          
  2.0874  	0          	0          	0          	0          	1          
  2.0876  	0          	0          	0          	0          	1          
  2.0878  	0          	0          	0          	0          	1          
  2.088   	0          	0          	0          	0          	1          
  2.0882  	0          	0          	0          	0          	1          
  2.0884  	0          	0          	0          	0          	1          
  2.0886  	0          	0          	0          	0          	1          
  2.0888  	0          	0          	0          	0          	1          
  2.089   	0          	0          	0          	0          	1          
  2.0892  	0          	0          	0          	0          	1          
  2.0894  	0          	0          	0          	0          	1          
  2.0896  	0          	0          	0          	0          	1          
  2.0898  	0          	0          	0          	0          	1          
  2.09    	0          	0          	0          	0          	1          
  2.0902  	0          	0          	0          	0          	1          
  2.0904  	0          	0          	0          	0          	1          
  2.0906  	0          	0          	0          	0          	1          
  2.0908  	0          	0          	0          	0          	1          
  2.091   	0          	0          	0          	0          	1          
  2.0912  	0          	0          	0          	0          	1          
  2.0914  	0          	0          	0          	0          	1          
  2.0916  	0          	0          	0          	0          	1          
  2.0918  	0          	0          	0          	0          	1          
  2.092   	0          	0          	0          	0          	1          
  2.0922  	0          	0          	0          	0          	1          
  2.0924  	0          	0          	0          	0          	1          
  2.0926  	0          	0          	0          	0          	1          
  2.0928  	0          	0          	0          	0          	1          
  2.093   	0          	0          	0          	0          	1          
  2.0932  	0          	0          	0          	0          	1          
  2.0934  	0          	0          	0          	0          	1          
  2.0936  	0          	0          	0          	0          	1          
  2.0938  	0          	0          	0          	0          	1          
  2.094   	0          	0          	0          	0          	1          
  2.0942  	0          	0          	0          	0          	1          
  2.0944  	0          	0          	0          	0          	1          
  2.0946  	0          	0          	0          	0          	1          
  2.0948  	0          	0          	0          	0          	1          
  2.095   	0          	0          	0          	0          	1          
  2.0952  	0          	0          	0          	0          	1          
  2.0954  	0          	0          	0          	0          	1          
  2.0956  	0          	0          	0          	0          	1          
  2.0958  	0          	0          	0          	0          	1          
  2.096   	0          	0          	0          	0          	1          
  2.0962  	0          	0          	0          	0          	1          
  2.0964  	0          	0          	0          	0          	1          
  2.0966  	0          	0          	0          	0          	1          
  2.0968  	0          	0          	0          	0          	1          
  2.097   	0          	0          	0          	0          	1          
  2.0972  	0          	0          	0          	0          	1          
  2.0974  	0          	0          	0          	0          	1          
  2.0976  	0          	0          	0          	0          	1          
  2.0978  	0          	0          	0          	0          	1          
  2.098   	0          	0          	0          	0          	1          
  2.0982  	0          	0          	0          	0          	1          
  2.0984  	0          	0          	0          	0          	1          
  2.0986  	0          	0          	0          	0          	1          
  2.0988  	0          	0          	0          	0          	1          
  2.099   	0          	0          	0          	0          	1          
  2.0992  	0          	0          	0          	0          	1          
  2.0994  	0          	0          	0          	0          	1          
  2.0996  	0          	0          	0          	0          	1          
  2.0998  	0          	0          	0          	0          	1          
  2.1     	0          	0          	0          	0          	1          
  2.1002  	0          	0          	0          	0          	1          
  2.1004  	0          	0          	0          	0          	1          
  2.1006  	0          	0          	0          	0          	1          
  2.1008  	0          	0          	0          	0          	1          
  2.101   	0          	0          	0          	0          	1          
  2.1012  	0          	0          	0          	0          	1          
  2.1014  	0          	0          	0          	0          	1          
  2.1016  	0          	0          	0          	0          	1          
  2.1018  	0          	0          	0          	0          	1          
  2.102   	0          	0          	0          	0          	1          
  2.1022  	0          	0          	0          	0          	1          
  2.1024  	0          	0          	0          	0          	1          
  2.1026  	0          	0          	0          	0          	1          
  2.1028  	0          	0          	0          	0          	1          
  2.103   	0          	0          	0          	0          	1          
  2.1032  	0          	0          	0          	0          	1          
  2.1034  	0          	0          	0          	0          	1          
  2.1036  	0          	0          	0          	0          	1          
  2.1038  	0          	0          	0          	0          	1          
  2.104   	0          	0          	0          	0          	1          
  2.1042  	0          	0          	0          	0          	1          
  2.1044  	0          	0          	0          	0          	1          
  2.1046  	0          	0          	0          	0          	1          
  2.1048  	0          	0          	0          	0          	1          
  2.105   	0          	0          	0          	0          	1          
  2.1052  	0          	0          	0          	0          	1          
  2.1054  	0          	0          	0          	0          	1          
  2.1056  	0          	0          	0          	0          	1          
  2.1058  	0          	0          	0          	0          	1          
  2.106   	0          	0          	0          	0          	1          
  2.1062  	0          	0          	0          	0          	1          
  2.1064  	0          	0          	0          	0          	1          
  2.1066  	0          	0          	0          	0          	1          
  2.1068  	0          	0          	0          	0          	1          
  2.107   	0          	0          	0          	0          	1          
  2.1072  	0          	0          	0          	0          	1          
  2.1074  	0          	0          	0          	0          	1          
  2.1076  	0          	0          	0          	0          	1          
  2.1078  	0          	0          	0          	0          	1          
  2.108   	0          	0          	0          	0          	1          
  2.1082  	0          	0          	0          	0          	1          
  2.1084  	0          	0          	0          	0          	1          
  2.1086  	0          	0          	0          	0          	1          
  2.1088  	0          	0          	0          	0          	1          
  2.109   	0          	0          	0          	0          	1          
  2.1092  	0          	0          	0          	0          	1          
  2.1094  	0          	0          	0          	0          	1          
  2.1096  	0          	0          	0          	0          	1          
  2.1098  	0          	0          	0          	0          	1          
  2.11    	0          	0          	0          	0          	1          
  2.1102  	0          	0          	0          	0          	1          
  2.1104  	0          	0          	0          	0          	1          
  2.1106  	0          	0          	0          	0          	1          
  2.1108  	0          	0          	0          	0          	1          
  2.111   	0          	0          	0          	0          	1          
  2.1112  	0          	0          	0          	0          	1          
  2.1114  	0          	0          	0          	0          	1          
  2.1116  	0          	0          	0          	0          	1          
  2.1118  	0          	0          	0          	0          	1          
  2.112   	0          	0          	0          	0          	1          
  2.1122  	0          	0          	0          	0          	1          
  2.1124  	0          	0          	0          	0          	1          
  2.1126  	0          	0          	0          	0          	1          
  2.1128  	0          	0          	0          	0          	1          
  2.113   	0          	0          	0          	0          	1          
  2.1132  	0          	0          	0          	0          	1          
  2.1134  	0          	0          	0          	0          	1          
  2.1136  	0          	0          	0          	0          	1          
  2.1138  	0          	0          	0          	0          	1          
  2.114   	0          	0          	0          	0          	1          
  2.1142  	0          	0          	0          	0          	1          
  2.1144  	0          	0          	0          	0          	1          
  2.1146  	0          	0          	0          	0          	1          
  2.1148  	0          	0          	0          	0          	1          
  2.115   	0          	0          	0          	0          	1          
  2.1152  	0          	0          	0          	0          	1          
  2.1154  	0          	0          	0          	0          	1          
  2.1156  	0          	0          	0          	0          	1          
  2.1158  	0          	0          	0          	0          	1          
  2.116   	0          	0          	0          	0          	1          
  2.1162  	0          	0          	0          	0          	1          
  2.1164  	0          	0          	0          	0          	1          
  2.1166  	0          	0          	0          	0          	1          
  2.1168  	0          	0          	0          	0          	1          
  2.117   	0          	0          	0          	0          	1          
  2.1172  	0          	0          	0          	0          	1          
  2.1174  	0          	0          	0          	0          	1          
  2.1176  	0          	0          	0          	0          	1          
  2.1178  	0          	0          	0          	0          	1          
  2.118   	0          	0          	0          	0          	1          
  2.1182  	0          	0          	0          	0          	1          
  2.1184  	0          	0          	0          	0          	1          
  2.1186  	0          	0          	0          	0          	1          
  2.1188  	0          	0          	0          	0          	1          
  2.119   	0          	0          	0          	0          	1          
  2.1192  	0          	0          	0          	0          	1          
  2.1194  	0          	0          	0          	0          	1          
  2.1196  	0          	0          	0          	0          	1          
  2.1198  	0          	0          	0          	0          	1          
  2.12    	0          	0          	0          	0          	1          
  2.1202  	0          	0          	0          	0          	1          
  2.1204  	0          	0          	0          	0          	1          
  2.1206  	0          	0          	0          	0          	1          
  2.1208  	0          	0          	0          	0          	1          
  2.121   	0          	0          	0          	0          	1          
  2.1212  	0          	0          	0          	0          	1          
  2.1214  	0          	0          	0          	0          	1          
  2.1216  	0          	0          	0          	0          	1          
  2.1218  	0          	0          	0          	0          	1          
  2.122   	0          	0          	0          	0          	1          
  2.1222  	0          	0          	0          	0          	1          
  2.1224  	0          	0          	0          	0          	1          
  2.1226  	0          	0          	0          	0          	1          
  2.1228  	0          	0          	0          	0          	1          
  2.123   	0          	0          	0          	0          	1          
  2.1232  	0          	0          	0          	0          	1          
  2.1234  	0          	0          	0          	0          	1          
  2.1236  	0          	0          	0          	0          	1          
  2.1238  	0          	0          	0          	0          	1          
  2.124   	0          	0          	0          	0          	1          
  2.1242  	0          	0          	0          	0          	1          
  2.1244  	0          	0          	0          	0          	1          
  2.1246  	0          	0          	0          	0          	1          
  2.1248  	0          	0          	0          	0          	1          
  2.125   	0          	0          	0          	0          	1          
  2.1252  	0          	0          	0          	0          	1          
  2.1254  	0          	0          	0          	0          	1          
  2.1256  	0          	0          	0          	0          	1          
  2.1258  	0          	0          	0          	0          	1          
  2.126   	0          	0          	0          	0          	1          
  2.1262  	0          	0          	0          	0          	1          
  2.1264  	0          	0          	0          	0          	1          
  2.1266  	0          	0          	0          	0          	1          
